"","SERIALNO","TRIWALES","POINT","ADDRESS","SOCDONE","INTDATE","STRTIME","FINTIME","INTLEN","INTLEN1","SINTLEN","WTFACTOR","POSTCODE","UACODE","UANAME","CONCODE","CONNAME","WARDCODE","WARDNAME","WELSHSPK","POPDEN","WREADPAP","WHPAPER1","WWHPAPF1","WWHPAPF2","WHPAPER2","WHPAPER3","WHTVFW01","WHTVFW02","WHTVFW03","WHTVFW04","WHTVFW05","WHTVFW06","WHTVFW07","WHTVFW08","WHTVFW09","WHTVFW10","WHTVFW11","BBC1WALE","BBC1OTHR","BBC2","HTVWALES","ITVOTHER","CHANNEL4","S4C","CHANNEL5","SKYNEWS","OTHCHANL","TVNEVER","TVRGNEWS","ELREGON","ELREGW2","POLLINGE","REGISTSR","REFSTUD","PTYTHNK","PTYCLS","IDSTRNG","PARTYID","VOTED","VOTECOD1","VOTECOD2","VOTECOD3","VOTECOD4","VOTECOD5","WHENDECD","VOTE","YVOTCLS","PTYPREF","OTHSPEC8","SCWBRGE","VOTESWC","VOTESWL","DFWNSCW","DFWNGE","COALITIN","COALITW","VOTESYST","CONFEEL","LABFEEL","LDFEEL","PCFEEL","MORGANFM","NATCAPAB","SNHSIESW","SNHSWHSW","EDSTIESW","EDSTWHSW","SLIVIESW","SLIVWHSW","TAXSPEND","BPRIORF1","BPRIORF2","ECPOLICY","EUROREF","GOVTWORK","LOSETCH","VOTEINTR","LOSTCHAM","COOPPAAS","COOPHOC","IMPGSCTP","IMPGWEAS","UKINTNAT","NATINNAT","SRSOCCL1","SRSOCCL2","SRSOCCL","NATCLASS","NATID","IDENT1","IDENT2","IDENT3","FLAGUJ","FLAGNAT","WALEPARL","WALEPAR2","WCONRFVW","WLABRFVW","WLDRFVW","WPCRFVW","VOTESYSW","WALSHIND","INDEPENT","DOESINFL","OUGHINFL","INFL10YR","OUDEFOOD","OUDEBUGR","OUDEBENF","LEAVEUK2","VOICEUK3","SAYINGV3","IMPRVED3","WNANHS","WNAECON2","PREAM","RTXSPD","NLBTXSPD","SWLTXSPD","PCTXSPD","CONTXSPD","LDTXSPD","SCDONE","WLLIVLAN","WELSHDIF","RWELSHSP","RSEX","RAGE","RAGECAT","RSEXAGE","NATIONU1","NATIONU2","NATIONU3","NATIONU4","NATIONU5","NATIONU6","NATIONU7","NATIONU8","NATIONU9","BNATIONU","BESTNATU","RACEORI2","RELIGION","RELIGSUM","FAMRELIG","RLFAMSUM","CHATTEND","RBORN2","RLIVELS2","LIVWASC2","LIVEAREA","TENURE","TENURE2","TENURE5","MARSTAT2","MARSTAT","MARRIED","RECONACT","SECONACT","R2LASTJB","JOB","MAKEDO","TRAIN","R2EMPLYE","R2SUPMN2","R2OCSEC2","R2EMPWRK","EMPMAKE","R2JBHRSI","R2JBHRCL","R2PARTFI","R2ECONPS","R2SEGGP2","R2SOCCL2","INFO","SOC","R2SOC","R2SOC2","RINDEXNO","RES2000","RNSSEC","RSECFLAG","RSEG","RSC","RSOCSTAT","SOC2000","XSOC2000","INDEXNO","ES2000","NSSEC","SECFLAG","SEG5","SC","SOC90","SOCSTATU","ASOC90","R2EMPSTA","R2SIC92","R2SICGP","R2MINGRP","R2SMAJGP","R2MAJGRP","R2SEG2","R2SEG","R2SEGGRP","R2SOCCLS","R2RGCLAS","R2GHCLAS","R2GHGRP","OEMPSTAT","P2LASTJB","JOB2","MAKEDO2","TRAIN2","P2EMPLYE","P2SUPMN2","P2OCSEC2","P2EMPWRK","EMPMAKE2","P2JBHRSI","P2JBHRCL","P2PARTFI","P2ECONPS","P2SEGGP2","P2SOCCL2","INFO2","P2SOC","P2SOC2","P2SOC3","PINDEXNO","PES2000","PNSSEC","PSECFLAG","PSEG","PSC","PSOCSTAT","P2EMPSTA","P2SIC92","P2SICGP","P2MINGRP","P2SMAJGP","P2MAJGRP","P2SEG2","P2SEG","P2SEGGRP","P2SOCCLS","P2RGCLAS","P2GHCLAS","P2GHGRP","OEMPSTA2","UNIONSA2","UNIONSA","MAININC","HHINCOME","SCHQUAL","SCHQFW1","SCHQFW2","SCHQFW3","SCHQFW4","EDQUAL1","EDQUAL2","EDQUAL3","EDQUAL4","PSCHQUAL","PSCHQF01","PSCHQF02","PSCHQF03","PSCHQF04","PSCHQF05","PSCHQF06","PSCHQF07","PSCHQF08","PSCHQF09","PSCHQF10","PSCHQF11","PSCHQF12","PSCHQF13","PSCHQF14","PSCHQF15","PSCHQF16","PSCHQF17","PSCHQF18","PSCHQF19","EDQUAL6","EDQUAL10","EDQUAL11","EDQUAL12","EDQUAL13","EDQUAL14","EDQUAL15","EDQUAL16","EDQUAL17","EDQUAL18","EDQUAL19","EDQUAL20","EDQUAL21","EDQUAL22","EDQUAL23","EDQUAL24","EDQUAL25","EDQUAL26","EDQUAL27","HEDQUAL","INTERNT","WWWUSE","VOTE97","REFVOTEW","VOTSW99C","VOTSW99L","PHONE","PHONEBCK","STABLE","DATEINTD","DATEINTM","DATEINTY","SELFCOMP","INTNO","OUTCOME","UNOUT","TNC","LANGINT","DUNO","DUSEL","PERSNO","PERSSEL","CARDNO01","INTERV01","BATCH01","LANGUAGE","FAIRSHAR","RICHLAW","TUNTNEED","PRIVENT","PUBLCOWN","GOVRESP1","NLBINTWC","NLBINTMC","NLBINTEN","NLBINTSW","NLBINTWL","SWLINTWC","SWLINTMC","SWLINTEN","SWLINTSW","SWLINTWL","NATINTWC","NATINTMC","NATINTEN","NATINTSW","NATINTWL","CONINTWC","CONINTMC","CONINTEN","CONINTSW","CONINTWL","LDWINTWC","LDWINTMC","LDWINTEN","LDWINTSW","LDWINTWL","MAIN","SC2","LEFTRIGH","CONSTPRE","TRIIDS"
"935",7417,2,74,17,1,"20062001","11:12:48","11:40:24",28,28,28,1.6692,"NP16","PP","Monmouthshire",554,"MONMOUTH CO CONST & ACONST","PPNJ","Thornwell",1.11029863700046,439.7867297,1,8,10,0,NA,NA,2,3,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,1,1,3,NA,2,3,1,NA,NA,NA,NA,NA,2,3,2,NA,"",2,98,98,8,2,1,1,1,4,3,2,3,1,1,3,1,2,1,2,4,3,1,2,4,1,2,4,4,4,2,3,3,3,3,1,4,2,3,2,1,19,23,18,3,1,4,5,5,4,4,3,1,2,2,2,1,4,3,2,4,1,1,1,3,2,2,1,3,4,4,2,8,2,1,2,3,3,1,19,1,1,8,1,NA,NA,NA,NA,NA,NA,NA,8,8,9,7,3,7,3,3,2,1,NA,8,2,1,2,6,5,4,1,-1,6,"-1,skp nvr had job","-1,skp nvr had job","-1,skp nvr had job",-1,-1,-1,-1,"-1,skp nvr had job",-1,-1,-1,10,-1,-1,NA,-1,-1,"-1,skp",NA,-1,-1,-1,-1,-1,-1,"Skp,nvr",-1,NA,-1,-1,-1,-1,-1,-1,NA,NA,NA,-1,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,-2,"","","",NA,NA,NA,NA,"",-2,-2,-2,-1,-2,-2,NA,-2,-2,"-2,skp",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,NA,11,98,1,2,3,NA,NA,"","","","",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",3,1,1,0,0,0,NA,1,1,2,NA,NA,NA,61,501,51,NA,3,1,1,NA,3,2,1,501,1054,1,4,2,5,4,4,3,3,2,3,3,3,3,2,3,2,2,2,2,2,1,1,2,2,1,2,3,2,2,2,2,2,1,1,2.33333333333333,2,1
"936",7419,2,74,19,1,"20062001","16:20:35","16:49:03",29,29,29,1.1128,"NP16","PP","Monmouthshire",554,"MONMOUTH CO CONST & ACONST","PPNF","St. Mary's",1.11029863700046,439.7867297,2,-1,-1,-1,NA,NA,2,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,3,NA,3,3,1,NA,NA,NA,NA,NA,4,7,4,NA,"",2,3,3,3,4,1,2,2,3,3,2,3,2,2,3,1,3,1,3,1,2,4,1,2,2,2,4,4,5,2,3,3,3,3,2,1,-1,1,1,5,14,8,4,2,3,4,5,5,4,4,2,1,3,4,3,2,2,3,2,3,3,3,3,3,3,3,1,8,3,1,1,9,1,1,2,2,3,2,38,3,11,2,1,NA,NA,NA,NA,NA,NA,NA,2,2,9,0,5,0,5,-1,3,2,6,6,2,1,2,1,1,1,3,3,-1,"Sales assistant","Serve customers","nono",1,3,1,1,"Cloths and Gifts",14,1,2,2,3,3,NA,720,720,"7.1.1.1",1433,7,12.1,0,6,3.1,0,"7.1.1.1",7111,1433,7,12.1,0,6,3.1,720,0,NA,9,52,7,72,18,7,9,6,4,3,3,4,2,1,-2,"","","",NA,NA,NA,NA,"",-2,-2,-2,5,-2,-2,NA,-2,-2,"-2,skp",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,NA,1,13,1,1,2,NA,NA,"","","","",1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",3,2,2,0,0,0,NA,1,1,1,NA,NA,NA,61,501,51,NA,2,1,1,NA,2,2,1,501,1053,1,3,2,1,3,3,4,3,4,3,3,3,2,3,3,2,2,2,3,3,1,1,3,3,3,3,3,3,3,3,3,3,1,1,3.33333333333333,2,3
"937",7420,2,74,20,1,"18072001","16:02:03","16:42:46",40,40,40,0.5564,"NP16","PP","Monmouthshire",554,"MONMOUTH CO CONST & ACONST","PPND","St. Christopher's",1.11029863700046,439.7867297,1,1,0,0,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,1,1,1,NA,2,1,1,NA,NA,NA,NA,NA,1,1,1,NA,"",4,1,1,1,1,2,2,2,2,4,3,5,8,8,8,NA,8,NA,8,NA,3,1,4,3,2,2,2,2,2,8,8,8,8,1,1,1,-1,1,1,5,3,24,17,1,1,4,3,8,8,8,8,1,2,8,8,8,8,8,8,8,8,1,1,8,3,3,1,1,6,6,6,6,6,2,2,4,3,2,83,7,15,1,2,NA,NA,NA,NA,NA,NA,NA,2,2,9,7,3,3,1,1,3,2,5,5,1,1,1,5,4,3,9,-1,5,"Secretary","Sh/typing, Secretary to Director","Shorthand/typing",1,3,1,4,"Catespys Dept Store",40,4,1,9,3,3,NA,459,459,"4.2.1.5",21775,7,7.1,0,6,3.1,0,"4.2.1.5",4215,21775,7,7.1,0,6,3.1,459,0,NA,9,52,7,45,11,4,9,6,4,3,3,3,2,1,-2,"","","",NA,NA,NA,NA,"",-2,-2,-2,-1,-2,-2,NA,-2,-2,"-2,skp",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,NA,2,97,2,NA,NA,NA,NA,"","","","",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",7,2,2,1,0,0,NA,1,1,2,NA,NA,NA,51,501,51,NA,1,1,1,NA,1,NA,NA,NA,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,2,3
"938",7503,2,75,3,1,"23062001","13:20:13","13:51:59",31,31,31,0.5564,"NP26","PP","Monmouthshire",557,"NEWPORT EAST CO CONST & ACONST","PPMT","Magor with Undy",1.67713167700046,123.4645144,1,6,12,0,NA,NA,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,1,NA,3,1,2,11,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,7,3,2,1,1,2,2,4,3,3,3,1,4,2,8,NA,3,4,2,1,4,2,2,3,2,2,3,3,3,4,4,2,2,4,1,3,1,5,2,13,15,1,2,5,9,5,4,3,3,2,2,4,4,2,8,2,2,3,1,3,3,3,3,3,1,10,3,3,2,8,1,1,1,3,3,1,46,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,3,1,3,1,7,3,2,23,13,2,1,2,6,5,4,3,-1,-1,"Civil Servent","Polict work, HQ HM Prison Service","Policy Skills",1,1,3,5,"Prison Service",50,4,1,1,2,3,NA,612,612,"3.3.1.4",17864,6,6,0,5.2,3.1,0,"3.3.1.4",3314,17864,6,6,0,5.2,3.1,612,0,NA,8,75,12,61,15,6,8,5,3,3,3,8,4,7,-2,"","","",NA,NA,NA,NA,"",-2,-2,-2,-1,-2,-2,NA,-2,-2,"-2,skp",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,NA,1,8,1,1,2,3,NA,"","","","",1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",1,2,2,1,2,1,1,1,1,1,NA,NA,NA,61,501,51,NA,2,1,1,NA,1,NA,1,501,2617,1,3,2,4,2,4,4,3,2,3,2,2,3,2,3,2,2,2,3,3,2,1,3,2,2,2,3,2,2,3,2,3,1,1,3.16666666666667,1,3
"939",7504,2,75,4,1,"26062001","10:04:24","10:54:51",50,50,50,0.5564,"NP26","PP","Monmouthshire",557,"NEWPORT EAST CO CONST & ACONST","PPMT","Magor with Undy",1.67713167700046,123.4645144,1,3,0,0,NA,NA,1,2,3,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,2,NA,2,2,1,NA,NA,NA,NA,NA,2,2,2,NA,"",2,98,98,3,1,1,1,2,4,2,3,5,2,1,3,1,3,1,2,4,3,4,1,4,2,4,3,4,4,2,2,3,3,3,2,4,2,3,1,3,17,21,3,1,3,3,4,8,3,4,8,2,2,4,2,1,2,4,2,3,2,1,1,1,2,1,1,1,3,3,5,3,4,1,3,5,3,1,71,7,7,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,9,0,5,0,5,-1,3,2,70,12,1,1,1,6,5,4,9,-1,2,"Quality Assurance Engineer","Writh specifications for work and cimponents and look after office","Technical qualification",1,1,1,5,"Small Cucite boards for electron equipment",38,4,1,9,8,8,NA,218,218,"2.1.2.8",7053,6,4.1,0,4,1,0,"2.1.2.8",2128,7053,6,4.1,0,4,1,218,0,NA,8,31,4,21,3,2,20,17,9,9,9,99,9,7,-2,"","","",NA,NA,NA,NA,"",-2,-2,-2,-1,-2,-2,NA,-2,-2,"-2,skp",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,NA,2,3,1,1,2,NA,NA,"","","","",1,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",2,2,2,2,0,2,2,1,1,2,NA,NA,NA,61,501,51,NA,2,1,1,NA,1,NA,1,501,2619,1,2,4,4,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3.33333333333333,3,2
"940",7509,2,75,9,1,"23062001","14:22:47","15:14:44",52,52,52,0.5564,"NP26","PP","Monmouthshire",557,"NEWPORT EAST CO CONST & ACONST","PPMT","Magor with Undy",1.67713167700046,123.4645144,2,-1,-1,-1,NA,NA,1,2,3,4,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,3,NA,3,3,1,NA,NA,NA,NA,NA,3,3,2,NA,"",2,98,98,4,3,1,2,2,3,2,2,8,8,1,4,1,3,2,3,2,3,2,3,2,1,2,2,2,2,3,3,1,1,3,2,4,2,3,2,5,2,4,17,2,2,3,4,4,4,3,2,2,2,3,8,8,8,3,3,3,3,1,1,8,8,2,1,6,6,6,6,6,6,2,2,2,3,2,80,7,15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,1,3,3,1,4,3,2,55,11,4,3,5,5,4,3,9,-1,5,"Clerical","Ledgers, letters, books","None",1,3,1,1,"Electrical engineering",40,4,1,9,3,3,NA,430,430,"4.1.5.0",25491,7,7.2,0,6,3.1,0,"4.1.5.0",4150,25491,7,7.2,0,6,3.1,430,0,NA,9,45,6,43,10,4,9,6,4,3,3,3,2,1,-2,"","","",NA,NA,NA,NA,"",-2,-2,-2,-1,-2,-2,NA,-2,-2,"-2,skp",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,NA,3,3,2,NA,NA,NA,NA,"","","","",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",7,2,2,0,0,0,NA,1,1,2,NA,NA,NA,51,501,51,NA,1,1,1,NA,1,NA,NA,NA,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,3,3
"941",7510,2,75,10,1,"11072001","18:30:33","19:01:39",31,31,31,1.1128,"NP26","PP","Monmouthshire",557,"NEWPORT EAST CO CONST & ACONST","PPMT","Magor with Undy",1.67713167700046,123.4645144,2,-1,-1,-1,NA,NA,1,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,3,NA,3,3,1,NA,NA,NA,NA,NA,3,3,2,NA,"",2,3,3,4,3,2,2,1,4,2,1,3,2,2,3,3,3,4,4,1,3,1,2,1,2,2,2,3,2,3,3,3,3,4,2,1,-1,1,3,1,21,4,19,3,2,3,4,5,5,5,2,1,2,4,2,1,1,4,2,2,3,1,1,3,3,2,1,2,4,6,3,4,3,1,2,2,3,2,39,3,11,8,1,NA,NA,NA,NA,NA,NA,NA,8,8,9,0,5,8,3,5,3,3,35,29,2,1,2,1,1,1,3,3,-1,"CCTV Supervisor","In charge of CCTV  operations in Newport town, in charge of operatores","None",1,2,3,2,"Newport County Borough Council",37,4,1,1,2,2,NA,132,132,"4.1.1.1",23578,6,4.1,0,5.1,2,1,"4.1.1.1",4111,23578,6,4.1,0,5.1,2,132,1,NA,8,75,12,13,1,1,7,5,3,2,2,2,1,2,-2,"","","",NA,NA,NA,NA,"",-2,-2,-2,5,-2,-2,NA,-2,-2,"-2,skp",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,NA,1,11,1,1,2,NA,NA,"","","","",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",4,2,2,2,1,2,2,1,1,2,NA,NA,NA,61,501,51,NA,2,1,1,NA,2,2,1,501,2295,1,4,2,4,4,3,4,3,2,2,3,3,2,2,2,2,2,2,2,3,2,1,3,2,2,3,3,2,2,2,2,2,1,1,2.5,3,1
"942",7511,2,75,11,1,"05092001","18:09:52","18:48:03",39,39,39,1.1128,"NP26","PP","Monmouthshire",557,"NEWPORT EAST CO CONST & ACONST","PPNB","Rogiet",1.67713167700046,123.4645144,1,2,0,0,NA,NA,1,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,1,1,1,NA,"",2,0,NA,3,3,1,1,2,2,3,3,3,8,1,3,3,3,3,3,3,3,1,4,8,8,3,2,2,2,3,3,4,5,3,3,2,-1,2,1,5,2,28,14,1,3,5,4,5,5,4,3,2,2,3,2,2,2,3,3,3,3,3,3,3,3,3,1,3,6,6,6,6,6,1,3,2,3,2,73,7,15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,1,3,1,3,1,3,2,52,62,1,1,1,1,1,1,9,9,5,"shop asst","served","nil",1,3,1,3,"woolworths",20,2,2,9,3,3,NA,720,720,"7.1.1.1",1487,7,12.1,0,6,3.1,0,"7.1.1.1",7111,1487,7,12.1,0,6,3.1,720,0,NA,9,52,7,72,18,7,9,6,4,3,3,4,2,1,-2,"","","",NA,NA,NA,NA,"",-2,-2,-2,9,-2,-2,NA,-2,-2,"-2,skp",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,NA,3,3,2,NA,NA,NA,NA,"","","","",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",7,2,2,1,0,0,NA,1,1,1,NA,NA,NA,61,478,51,NA,3,1,1,NA,2,2,1,478,3023,1,8,4,2,3,3,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,2,2,2,8,8,8,8,8,8,8,1,1,3.33333333333333,1,3
"943",7512,2,75,12,1,"20062001","14:09:07","14:37:41",28,28,28,1.6692,"NP26","PP","Monmouthshire",557,"NEWPORT EAST CO CONST & ACONST","PPMT","Magor with Undy",1.67713167700046,123.4645144,1,1,13,0,NA,NA,1,3,4,7,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,5,NA,2,5,1,NA,NA,NA,NA,NA,1,5,2,NA,"",1,5,3,1,1,2,2,1,3,4,3,2,3,1,5,1,3,2,4,4,2,1,2,1,2,3,1,2,3,2,3,3,1,4,1,4,1,3,2,1,19,27,10,3,1,3,1,2,3,2,2,1,3,4,2,1,4,4,2,2,3,3,3,3,3,3,1,7,6,1,6,6,6,1,1,2,3,2,32,2,10,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,0,5,3,1,7,2,1,NA,32,1,1,1,6,5,4,1,-1,2,"Secretary","Typing, accounts, computor","Computor processing",1,2,1,1,"Motor mechanice, engineers",40,4,1,10,2,3,NA,459,459,"4.2.1.5",21775,6,6,0,5.2,3.1,0,"4.2.1.5",4215,21775,6,6,0,5.2,3.1,459,0,NA,8,50,7,45,11,4,8,5,3,3,3,2,1,2,-2,"","","",NA,NA,NA,NA,"",-2,-2,-2,-1,-2,-2,NA,-2,-2,"-2,skp",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,NA,11,98,1,1,NA,NA,NA,"","","","",1,3,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",2,2,1,5,1,5,3,1,1,1,NA,NA,NA,61,501,51,NA,2,1,1,NA,3,1,1,501,1052,1,4,2,3,4,1,2,3,3,3,3,4,3,3,3,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,3,1
"944",7513,2,75,13,1,"23062001","12:02:16","12:45:27",43,43,43,1.1128,"NP26","PP","Monmouthshire",557,"NEWPORT EAST CO CONST & ACONST","PPMT","Magor with Undy",1.67713167700046,123.4645144,2,-1,-1,-1,NA,NA,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,2,NA,2,2,1,NA,NA,NA,NA,NA,1,2,2,NA,"",2,2,2,1,2,1,2,2,3,2,3,4,2,1,4,3,3,3,3,3,3,1,2,4,1,2,2,2,2,3,2,3,4,3,2,4,2,3,2,4,14,2,4,1,1,5,4,3,3,3,1,1,2,3,2,2,1,2,2,2,1,1,3,3,3,3,1,2,2,3,3,1,1,1,3,4,3,2,64,6,14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,3,1,3,1,4,2,1,NA,58,1,1,1,1,1,1,9,9,3,"Office Clerk","Accounts","None",1,3,1,3,"Agricultural Engineers",40,4,1,9,3,3,NA,410,410,"4.1.2.2",4200,7,7.1,0,6,3.1,1,"4.1.2.2",4122,4200,7,7.1,0,6,3.1,410,1,NA,9,29,4,41,10,4,9,6,4,3,3,3,2,1,-2,"","","",NA,NA,NA,NA,"",-2,-2,-2,9,-2,-2,NA,-2,-2,"-2,skp",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,NA,2,97,1,2,NA,NA,NA,"","","","",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",4,2,2,2,2,2,2,1,2,2,NA,NA,NA,61,501,51,NA,2,1,1,NA,2,2,1,501,2618,1,4,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2.16666666666667,1,3
"945",7514,2,75,14,1,"20062001","14:52:43","15:39:19",47,47,47,1.1128,"NP26","PP","Monmouthshire",557,"NEWPORT EAST CO CONST & ACONST","PPMT","Magor with Undy",1.67713167700046,123.4645144,1,15,0,0,NA,NA,2,3,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,2,NA,3,2,1,NA,NA,NA,NA,NA,1,2,2,NA,"",2,2,2,2,1,1,2,2,4,2,2,4,2,3,3,8,3,8,3,1,3,4,2,2,2,3,2,4,5,2,2,8,3,3,2,2,-1,2,4,3,14,8,19,3,2,4,3,5,4,4,2,2,2,3,1,1,1,2,3,3,3,1,3,3,3,3,1,1,2,2,2,3,2,1,3,2,3,2,60,6,14,1,8,NA,NA,NA,NA,NA,NA,NA,8,8,9,9,3,9,3,6,2,2,55,30,1,1,1,1,1,1,9,9,2,"Clerical work","typing, filing etc","none",1,3,3,4,"Iniversity UWCN newport",10,1,2,9,3,3,NA,430,430,"4.1.5.0",NA,7,7.2,0,6,3.1,0,"4.1.5.0",4150,NA,7,7.2,0,6,3.1,430,0,NA,9,80,13,43,10,4,9,6,4,3,3,3,2,1,-2,"","","",NA,NA,NA,NA,"",-2,-2,-2,9,-2,-2,NA,-2,-2,"-2,skp",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,NA,2,7,1,1,2,NA,NA,"","","","",1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",4,2,2,2,1,0,NA,1,1,2,NA,NA,NA,61,501,51,NA,2,1,1,NA,2,1,1,501,1058,1,5,1,4,4,2,4,4,2,4,3,4,3,2,4,2,3,3,2,4,2,2,4,2,3,4,4,3,2,4,3,4,1,1,2,2,2
